village,code,val_binary,comment,code.groups
Engaruka Chini,7 outcomes o,0,NA,NA
Engaruka Chini,7 1 social performance measures,0,NA,7 outcomes (o)
Engaruka Chini,7 1 1 compliance no,0,the extent to which members of this user group follow the formal rules of a governance system that regulate the use of rangelands. no: this user group does not usually comply with formal rules (most of the time or always). ,"7.1 social performance measures
7.1.1 compliance
7 outcomes (o)"
Engaruka Chini,7 1 2 compliance somewhat,0,"the extent to which members of this user group follow the formal rules of a governance system that regulate the use of rangelands. somewhat: this user group sometimes complies with rules, or complies with only a subset of the rules. ","7.1 social performance measures
7.1.1 compliance
7 outcomes (o)"
Engaruka Chini,7 1 3 compliance yes,1,the extent to which members of this user group follow the formal rules of a governance system that regulate the use of rangelands. yes: this user group almost always or always complies with formal rules.,"7.1 social performance measures
7.1.1 compliance
7 outcomes (o)"
Engaruka Chini,7 2 ecological performance measures,0,NA,7 outcomes (o)
Engaruka Chini,7 2 1 1 commons condition trend worsened,1,"this variable measures broad trends in the status of an environmental commons (i.e., village rangeland) during a particular snapshot (from 2015 to 2020).worsened: the stock and quality of the pasture in the village rangeland has diminished. ","7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Engaruka Chini,7 2 1 2 commons condition trend remained the same,0,"this variable measures broad trends in the status of an environmental commons (i.e., village rangeland) during a particular snapshot (from 2015 to 2020).remained the same: the stock and quality of the pasture in the village rangeland has not changed or has not demonstrated a consistent trend over the time period specified.","7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Engaruka Chini,7 2 1 3 commons condition trend improved,1,"this variable measures broad trends in the status of an environmental commons (i.e., village rangeland) during a particular snapshot (from 2015 to 2020).improved: the stock and quality of the pasture in the village rangeland has improved or increased.","7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Engaruka Chini,7 2 1 3 1 condition trend evidence grass quality height,1,statements indicate that the evidence that show improvement or degradation in rangeland conditions is grass quality and or height.,"7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Engaruka Chini,7 2 1 3 2 condition trend evidence trees height number,0,statements indicate that the evidence that show improvement or degradation in rangeland conditions is increased tree height and or number.,"7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Engaruka Chini,7 2 1 3 3 condition trend evidence level of soil erosion,0,statements indicate that the evidence that show improvement or degradation in rangeland conditions is decline or increased in soil erosion,"7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Engaruka Chini,7 2 1 4 1 commons condition cause no immigrants incursions,1,statements indicate that the evidence that show improvement or degradation in rangeland conditions is increase or decline in immigrants and or incursion by outsiders.,"7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Engaruka Chini,7 2 1 4 2 commons condition cause proper mgt,1,statements indicate that improvement of rangeland conditions is a a result of propoert mnagement of rangelands.,"7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Engaruka Chini,7 2 1 4 3 commons condition cause enforcement of sanctions,0,statements indicate that improvement of rangeland conditions is a result of improved enforcement of sanctions.,"7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Engaruka Chini,7 2 1 4 4 commons condition cause community guarding,0,statements indicate that improvement of rangeland conditions is a a result of increased community guarding.,"7.2 ecological performance measures
7.2.1 commons condition trend
7 outcomes (o)"
Engaruka Chini,7 2 2 end condition,0,"analytical question: what were the conditions of this commons at the end of the time period being examined?this variable records the condition of the commons at the end of the snapshot. the condition is measured in terms of a percentage of the peak stock or condition, or of the maximum pollution level.1 0-10% of peak stock, 2 11-20% of peak stock, 3 21-30% of peak stock, 4 31-40% of peak stock, 5 41-50% of peak stock, 6 51-60% of peak stock, 7 61-70% of peak stock, 8 71-80% of peak stock, 9 81-90% of peak stock, 10 91-100% of peak stocksource of data: colin's gis data","7.2 ecological performance measures
7.2.2 end condition
7 outcomes (o)"
Engaruka Chini,7 2 3 1 invasives worsened,1,invasive species include trees/herbs/grasses that are non-endemic to the area - they tend to have adverse effects on local species. we are mainly interestested in especially those that are non-palatable by livestock.worsened: the problem of invasive species has increased over the past five years.,"7.2 ecological performance measures
7.2.3 invasives
7 outcomes (o)"
Engaruka Chini,7 2 3 2 invasives remained the same,0,invasive species include trees/herbs/grasses that are non-endemic to the area - they tend to have adverse effects on local species. we are mainly interestested in especially those that are non-palatable by livestock.remained the same: the problem of invasive species has not changed (is the same) over the past five years.,"7.2 ecological performance measures
7.2.3 invasives
7 outcomes (o)"
Engaruka Chini,7 2 3 3 invasives improved,0,invasive species include trees/herbs/grasses that are non-endemic to the area - they tend to have adverse effects on local species. we are mainly interestested in especially those that are non-palatable by livestock.improved: the problem of invasive species has declined over the past five years.,"7.2 ecological performance measures
7.2.3 invasives
7 outcomes (o)"
Engaruka Chini,7 2 4 1 bare ground worsened,1,"like with invasive species, presence of bare ground indicates health of a rangeland.worsened: amount of bare ground has increased over the past five years.","7.2 ecological performance measures
7.2.4 bare ground
7 outcomes (o)"
Engaruka Chini,7 2 4 2 bare ground remained the same,0,"like with invasive species, presence of bare ground indicates health of a rangeland.remained the same: amount of bare ground has not changed over the past five years.","7.2 ecological performance measures
7.2.4 bare ground
7 outcomes (o)"
Engaruka Chini,7 2 4 3 bare ground improved,0,"like with invasive species, presence of bare ground indicates health of a rangeland.improved: amount of bare ground has declined over the past five years.","7.2 ecological performance measures
7.2.4 bare ground
7 outcomes (o)"
Kakoi,member in vicoba no,1,participant is not a member of vicoba or similar savings and lending groups,# respondent characteristics
Kakoi,member in vicoba yes,1,participant is a member of vicoba or similar savings and lending groups,# respondent characteristics
Kakoi,participation in any project no,1,participant did not participate in any of the projects run by tnc or other organizations.,# respondent characteristics
Kakoi,participation in non tnc project yes,1,participant participated in non-tnc/partner projects,# respondent characteristics
Kakoi,participation in tnc project yes,1,participant participated in at least one of the tnc/partner projects,# respondent characteristics
Kakoi,resp char age 20 to 29,1,participant's age is between 20 and 29,# respondent characteristics
Kakoi,resp char age 30 to 39,1,participant's age is between 30 and 39,# respondent characteristics
Kakoi,resp char age 40 to 49,1,participant's age is between 40 and 49,# respondent characteristics
Kakoi,resp char age 50 to 59,1,participant's age is between 50 and 59,# respondent characteristics
Kakoi,resp char age 60,1,participant's age is 60 or above,# respondent characteristics
Kakoi,resp char econ activity business owner trader,1,participant's main economic activity is business (any form),# respondent characteristics
Kakoi,resp char econ activity casual laborer,0,participant's main economic activity is casual labor (wage based employment),# respondent characteristics
Kakoi,resp char econ activity farmer,1,participant's main economic activity is farmer,# respondent characteristics
Kakoi,resp char econ activity livestock keeper,1,participant's main economic activity is livestock keeper,# respondent characteristics
Kakoi,resp char econ activity other livelihoods,0,participant's main economic activity is other (does not fall in any of the specified categories).,# respondent characteristics
Kakoi,resp char econ activity professional,1,"participant's main economic activity is teacher, nurse, doctor, extension officer, etc.",# respondent characteristics
Kakoi,resp char econ activity provide skilled services,0,"participant's main economic activity is equipment repair, tailoring, construction work",# respondent characteristics
Kakoi,resp char education college university,0,"participant's education is diploma, university, or higher",# respondent characteristics
Kakoi,resp char education none,1,participant's has no education,# respondent characteristics
Kakoi,resp char education primary,1,participant's education is any level of primary school education,# respondent characteristics
Kakoi,resp char education secondary,1,participant's education is any level of secondary school education,# respondent characteristics
Kakoi,resp char education technical,0,"participant's education is certificate, usually acquired after completion of form four but sometime even after primary school education.",# respondent characteristics
Kakoi,resp char ethnic group arusha,1,NA,NA
Kakoi,resp char ethnic group maasai,1,participant's ethnic group is maasai,# respondent characteristics
Kakoi,resp char ethnic group non maasai,1,participant's ethnic group is non-maasai ( includes all other ethnic groups),# respondent characteristics
Kakoi,resp char marital status married,1,"participant's marital status is married, either monogamously or polygamously",# respondent characteristics
Kakoi,resp char marital status single never married,0,participant's marital status is single or never married,# respondent characteristics
Kakoi,resp char marital status widow separated divorced,0,"participant's marital status is widowed, separated, or divorced",# respondent characteristics
Kakoi,resp char sex female,1,participant's sex is female,# respondent characteristics
Kakoi,resp char sex male,1,participant's sex is male,# respondent characteristics
Kakoi,role in grazing committee chairperson,1,participant's role in the grazing committee: chairperson,# respondent characteristics
Kakoi,role in grazing committee grazing coordinator,0,participant's role in the grazing committee: rangeland coordinator,# respondent characteristics
Kakoi,role in grazing committee grazing monitor,0,participant's role in the grazing committee: rangeland monitor,# respondent characteristics
Kakoi,role in grazing committee member,1,participant's role in the grazing committee: member,# respondent characteristics
Kakoi,role in grazing committee secretary,1,participant's role in the grazing committee: secretary,# respondent characteristics
Kakoi,role in grazing committee treasurer,1,NA,NA
Kakoi,role in village gov council member,1,participant's role in the village government is village government council member,# respondent characteristics
Kakoi,role in village gov sub chairperson,1,participant's role in the village government is sub-village chairperson,# respondent characteristics
Kakoi,role in village gov veo,1,participant's role in the village government is village executive officer,# respondent characteristics
Kakoi,role in village gov village chairperson,1,participant's role in the village government is village chairperson,# respondent characteristics
Kakoi,role years in position 1 year,1,tenure in position less than a year,# respondent characteristics
Kakoi,role years in position 5 years,1,tenure in position more than five years,# respondent characteristics
Kakoi,role years in position 1 to 5 years,1,tenure in position one to five years,# respondent characteristics
Kakoi,1 social economic and political settings s,0,NA,NA
Kakoi,1 1 demographic trends,0,NA,"1 social, economic, and political settings (s)"
Kakoi,1 1 1 1 hpop change decreasing rapidly,0,decreasing rapidly: less than -0.5% population growth per year.,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Kakoi,1 1 1 2 hpop change decreasing,0,decreasing: between -0.3 and -0.5 population growth per year ,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Kakoi,1 1 1 3 hpop change stable,0,stable: between -0.2 and 0.2% population growth year per ,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Kakoi,1 1 1 4 hpop change increasing,1,increasing: between 0.3 and 2.4% population growth per year ,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Kakoi,1 1 1 5 hpop change increasing rapidly,0,increasing rapidly: more than 2.5% population growth rate per year ,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Kakoi,1 1 1 6 1 hpop increase cause many births,1,cause of increased human population is high birth rate,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Kakoi,1 1 1 6 2 hpop increase cause immigrations,1,cause of increased human population is migration of people into the village,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Kakoi,1 1 1 6 2 1 hpop change type of people migrating in,1,type of people migrating into the village,"1.1 demographic trends
1.1.1 hpop change
1 social, economic, and political settings (s)"
Kakoi,1 1 2 1 ethnic composition maasai in 2020,1,select discussion statements indicating % of maasai ethnic groups in 2020 (during the study),"1.1 demographic trends
1.1.2 ethnic composition
1 social, economic, and political settings (s)"
Kakoi,1 1 2 2 ethnic composition non maasai in 2020,0,select discussion statements indicating % of non-maasai ethnic groups in 2020 (during the study),"1.1 demographic trends
1.1.2 ethnic composition
1 social, economic, and political settings (s)"
Kakoi,1 1 2 3 1 ethnic composition maasai in 2015,1,select discussion statements indicating % of maasai ethnic groups in 2015,"1.1 demographic trends
1.1.2 ethnic composition
1 social, economic, and political settings (s)"
Kakoi,1 1 2 3 2 ethnic composition non maasai in 2015,1,select discussion statements indicating % of non-maasai ethnic groups in 2015,"1.1 demographic trends
1.1.2 ethnic composition
1 social, economic, and political settings (s)"
Kakoi,1 1 3 1 livelihoods farming,1,statements indicating % of households engaged in farming,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Kakoi,1 1 3 2 livelihoods livestock keeping,1,statements indicating % of households engaged in livestock keeping,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Kakoi,1 1 3 3 livelihoods entrepreneurship,1,statements indicating % of households engaged in small or large businesses,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Kakoi,1 1 3 4 livelihoods other livelihoods,0,statements indicating % of households engaged in other livelihoods not specified,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Kakoi,1 1 4 1 livelihood changes 5 years ago,1,statements indicating changes in livelihoods 5 years ago,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Kakoi,1 1 4 2 livelihood changes 5 years ago,1,statements indicating changes in livelihoods more than 5 years ago,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Kakoi,1 1 4 3 livelihood changes don t know,1,statements indicating participants don't know when changes in livelihoods took place,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Kakoi,1 1 4 4 livelihood changes no,1,statements indicating there have not been any changes in livelihoods,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Kakoi,1 1 5 1 livelihood changes cause climate change,1,statements indicating changes in livelihoods have been caused by climate changes,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Kakoi,1 1 5 2 livelihood changes cause invasive spp,0,statements indicating changes in livelihoods have been caused by invasive species,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Kakoi,1 1 6 1 livelihood changes ethnic diff yes,0,statements indicating changes in livelihoods differ between ethnic groups found in the village.,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Kakoi,1 1 6 2 livelihood changes ethnic diff no,1,statements indicating changes in livelihoods do not differ between ethnic groups found in the village.,"1.1 demographic trends
1.1.3 livelihoods
1 social, economic, and political settings (s)"
Kakoi,2 related ecosystems eco,0,NA,2 related ecosystems (eco)
Kakoi,2 1 climate patterns,0,NA,2 related ecosystems (eco)
Kakoi,2 1 1 climate change yes,1,statements indicating that the climate has changed (or that change in climate has been perceived),"2.1 climate patterns
2.1.1 climate change
2 related ecosystems (eco)"
Kakoi,2 1 2 climate change no,0,statements indicating that the climate has not changed (or that no change in climate has been perceived),"2.1 climate patterns
2.1.1 climate change
2 related ecosystems (eco)"
Kakoi,2 2 1 climate change positive effects,0,statements indicating that climate change has had positive impacts (as percieved by fgd participants),"2.1 climate patterns
2.1.1 climate change
2 related ecosystems (eco)"
Kakoi,2 2 2 climate change negative effects,1,statements indicating that climate change has had negative impacts (as percieved by fgd participants),"2.1 climate patterns
2.1.1 climate change
2 related ecosystems (eco)"
Kakoi,2 2 3 climate change no effects,0,statements indicating that climate change has not had any impacts (as percieved by fgd participants),"2.1 climate patterns
2.1.1 climate change
2 related ecosystems (eco)"
Kakoi,3 resource systems rs,0,NA,NA
Kakoi,3 1 clarity of system boundaries,0,NA,3 resource systems (rs)
Kakoi,3 1 1 1 commons boundaries very unclear,1,unclear boundaries: the boundaries of a commons are difficult to identify with precision.,"3.1 clarity of system boundaries
3.1.1 commons boundaries
3 resource systems (rs)"
Kakoi,3 1 1 2 commons boundaries somewhat unclear,0,somewhat unclear boundaries: the limits of the commons are physically evident but not in all places. there may be some markers on one side and not in another.,"3.1 clarity of system boundaries
3.1.1 commons boundaries
3 resource systems (rs)"
Kakoi,3 1 1 3 commons boundaries clear,1,clear boundaries: the limits of the commons are physically evident. this includes both natural elements and human-made artifacts that constrain the commons. natural elements would include the biogeophysical limits of a rangeland. human-made artifacts would include fences/beacons that constrain a population.,"3.1 clarity of system boundaries
3.1.1 commons boundaries
3 resource systems (rs)"
Kakoi,3 1 1 4 1 clear boundaries well known by villagers,1,NA,NA
Kakoi,3 1 1 4 2 clear boundaries not well known by villagers,0,NA,NA
Kakoi,3 1 1 5 1 clear boundaries well known by outsiders,1,NA,NA
Kakoi,3 1 1 5 2 clear boundaries not well known by outsiders,1,NA,NA
Kakoi,3 1 2 1 commons boundary negotiability rigid,0,a rigid boundary is one where negotiations to access this environmental commons by non-members are not possible or not fruitful.,"3.1 clarity of system boundaries
3.1.2 commons boundary negotiability
3 resource systems (rs)"
Kakoi,3 1 2 2 commons boundary negotiability moderate,1,"a moderate boundary is when you have access restrictions for outsiders but when proper procedures for acquiring permission to access commons are followed, access is granted by leadership (added definition)","3.1 clarity of system boundaries
3.1.2 commons boundary negotiability
3 resource systems (rs)"
Kakoi,3 1 2 3 commons boundary negotiability negotiable,1,a negotiable boundary is one where ad-hoc negotiations can be and are commonly made by non-members to obtain access to this environmental common. ,"3.1 clarity of system boundaries
3.1.2 commons boundary negotiability
3 resource systems (rs)"
Kakoi,3 2 size of resource system,0,NA,3 resource systems (rs)
Kakoi,3 2 1 commons spatial extent,0,analytical question: what is the approximate spatial extent of this environmental commons (put in terms of square kilometers)?source of data: colin's gis data,"3.2 size of resource system
3.2.1 commons spatial extent
3 resource systems (rs)"
Kakoi,3 2 1 1 village size increased,0,statements indicating that the size (area) of the village has increased since the last census in 2012. ,"3.2 size of resource system
3.2.1 commons spatial extent
3 resource systems (rs)"
Kakoi,3 2 1 2 village size decreased,1,"statements indicating that the size (area) of the village has decreased since the last census in 2012. this can happen when the village splits into two, or if an area that was part of the village is confiscated by the government.","3.2 size of resource system
3.2.1 commons spatial extent
3 resource systems (rs)"
Kakoi,3 2 1 3 village size no change,1,statements indicating that no boundary changes have taken place since 2012.,"3.2 size of resource system
3.2.1 commons spatial extent
3 resource systems (rs)"
Kakoi,3 2 2 1 commons heterogeneity low,0,low: no patches or uniform distribution of a commons over its spatial extent.,"3.2 size of resource system
3.2.2 commons heterogeneity
3 resource systems (rs)"
Kakoi,3 2 2 2 commons heterogeneity moderate,0,moderate: some patches exist over its spatial extent.,"3.2 size of resource system
3.2.2 commons heterogeneity
3 resource systems (rs)"
Kakoi,3 2 2 3 commons heterogeneity high,1,high: multiple clearly defined sub-units can be identified within the commons ,"3.2 size of resource system
3.2.2 commons heterogeneity
3 resource systems (rs)"
Kakoi,3 3 human constructed facilities,0,NA,3 resource systems (rs)
Kakoi,3 3 1 1 infrastructure in rangeland water source dams,0,statements indicating that there are water sources such as dams within the community rangeland.,"3.3 human-constructed facilities
3.3.1 infrastructure
3 resource systems (rs)"
Kakoi,3 3 1 2 infrastructure in rangeland bomas,0,statements indicating that there are bomas within the community rangeland,"3.3 human-constructed facilities
3.3.1 infrastructure
3 resource systems (rs)"
Kakoi,3 3 1 3 infrastructure in rangeland roads,0,statements indicating that there are roads within the community rangeland,"3.3 human-constructed facilities
3.3.1 infrastructure
3 resource systems (rs)"
Kakoi,3 3 1 4 infrastructure in rangeland other,1,statements indicating that there are other infrastructure not specified within the community rangeland,"3.3 human-constructed facilities
3.3.1 infrastructure
3 resource systems (rs)"
Kakoi,3 4 productivity of system,0,NA,3 resource systems (rs)
Kakoi,3 4 1 1 productivity poorly productive,0,NA,"3.4 productivity of system
3.4.1 productivity
3 resource systems (rs)"
Kakoi,3 4 1 2 productivity moderately productive,1,NA,"3.4 productivity of system
3.4.1 productivity
3 resource systems (rs)"
Kakoi,3 4 1 3 productivity very productive,0,NA,"3.4 productivity of system
3.4.1 productivity
3 resource systems (rs)"
Kakoi,3 4 2 1 productivity causes,1,NA,"3.4 productivity of system
3.4.1 productivity
3 resource systems (rs)"
Kakoi,3 5 connectivity,0,NA,3 resource systems (rs)
Kakoi,3 5 1 1 internal ecological connectivity low,0,NA,"3.5 connectivity
3.5.1 internal ecological connectivity
3 resource systems (rs)"
Kakoi,3 5 1 2 internal ecological connectivity medium,0,NA,"3.5 connectivity
3.5.1 internal ecological connectivity
3 resource systems (rs)"
Kakoi,3 5 1 3 internal ecological connectivity high,0,NA,"3.5 connectivity
3.5.1 internal ecological connectivity
3 resource systems (rs)"
Kakoi,3 5 2 1 external ecological connectivity low,0,NA,"3.5 connectivity
3.5.2 external ecological connectivity
3 resource systems (rs)"
Kakoi,3 5 2 2 external ecological connectivity medium,0,NA,"3.5 connectivity
3.5.2 external ecological connectivity
3 resource systems (rs)"
Kakoi,3 5 2 3 external ecological connectivity high,0,NA,"3.5 connectivity
3.5.2 external ecological connectivity
3 resource systems (rs)"
Kakoi,4 governance systems gs,0,NA,NA
Kakoi,4 1 network structure,0,"analytical question: collect information on ngo's operating in each village and their rangeland related activititessource of data: fgd, vlg, grazing related committee",4 governance systems (gs)
Kakoi,4 1 1 external support no support,1,no external support indicates that there are no organizations providing support to help manage the community rangeland.,"4.1 network structure
4.2.1 external support
4 governance systems (gs)"
Kakoi,4 1 2 external support some support,1,"some external support indicates that there are organizations providing support to help manage the community rangeland but their support is not reliable (e.g., training or skills not provided adequately, projects have been carried out only briefly with short-term impacts, etc.)","4.1 network structure
4.2.1 external support
4 governance systems (gs)"
Kakoi,4 1 3 external support extensive support,1,"extensive external support indicates that there are organizations providing support to help manage the community rangeland and their support is reliable (e.g., training or skills have been provided adequately, projects have been carried out long enough and thus have had long term impacts, etc.)","4.1 network structure
4.2.1 external support
4 governance systems (gs)"
Kakoi,4 2 ngos,0,NA,NA
Kakoi,4 2 1 ngos tpp,1,ngo providing village support is called tpp,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 10 ngos child rich,0,NA,NA
Kakoi,4 2 10 ngos mwedo,0,NA,NA
Kakoi,4 2 2 ngos tpw,1,ngo providing village support is called tpw,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 3 ngos world vision,1,ngo providing village support is called world vision,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 4 ngos ucrt,0,ngo providing village support is called ucrt,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 5 ngos aspa,0,ngo providing village support is called aspa,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 6 ngos pathfinder international,0,ngo providing village support is called pathfinder international,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 7 ngos pwc,0,ngo providing village support is called pwc,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 8 ngos heifer international,0,NA,NA
Kakoi,4 2 8 1 ngos provide rangeland support yes,1,ngo mentioned provided rangeland management support,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 8 2 ngos provide rangeland support no,1,ngo mentioned provided other support not related to rangeland management (the support may still be indirectly related to rangeland management).,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 9 ngos oikos,0,NA,NA
Kakoi,4 2 9 1 ngos support over 5yrs yes,1,the ngo mentioned has been providing support for over 5 years,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 9 2 ngos support over 5yrs no,1,the ngo mentioned has been providing support for a few years only (less than 5 years),"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 9 3 1 ngos support effectiveness very good,1,the effectivenvess of the support provided by the ngo is perceived by fgd participants as very good or excellent,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 9 3 2 ngos support effectiveness average,1,the effectivenvess of the support provided by the ngo is perceived by fgd participants as average,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 9 3 3 ngos support effectiveness poor,1,the effectivenvess of the support provided by the ngo is perceived by fgd participants as poor,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 9 4 1 ngos support benefits yes,1,fgd participants perceive benefits from the support provided by the ngo,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 9 4 2 ngos support benefits no,1,fgd participants do not perceive benefits from the support provided by the ngo,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 9 5 1 ngos support benefits for men,1,statements indicating the types of benefits that are only perceived by men,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 9 5 2 ngos support benefits for women,1,statements indicating the types of benefits that are only perceived by women,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 2 9 5 3 ngos support benefit types,1,statements indicating the specific types of benefits of benefits perceived by participants.,"4.2.2 ngos
4 governance systems (gs)"
Kakoi,4 3 property rights systems,0,NA,4 governance systems (gs)
Kakoi,4 3 1 1 property security low,1,"low: low property security means that there is either a very poor common understanding of what aspects of a commons are owned, or that despite this understanding, the rules associated with these rights are not complied with by outsiders (including nearby/far villages or external authorities)..","4.3 property-rights systems
4.3.1 property security
4 governance systems (gs)"
Kakoi,4 3 1 2 property security medium,1,"medium: medium property security means that there is a strong common understanding of what aspects of a commons are owned, but the rules associated with these rights are not complied with by outsiders (including nearby/far villages or external authorities).","4.3 property-rights systems
4.3.1 property security
4 governance systems (gs)"
Kakoi,4 3 1 3 property security high,0,"high : high property security means that there is a strong common understanding of what aspects of a commons are owned, and that the rules associated with these rights are complied with.","4.3 property-rights systems
4.3.1 property security
4 governance systems (gs)"
Kakoi,4 3 2 1 ccro no,1,"does the village have a customary rights of occupancy (ccro) mainly for the village rangelands or other village certificates that ensures property security?no: the village does not have a customary rights of occupancy (ccro) for any village rangelands (or entire village).source of data: grazing committee, men and women fgd, vlg","4.3 property-rights systems
4.3.1 property security
4 governance systems (gs)"
Kakoi,4 3 2 2 ccro yes some,0,"does the village have a customary rights of occupancy (ccro) mainly for the village rangelands or other village certificates that ensures property security?yes, some: the village has a customary rights of occupancy (ccro) for some of the village rangelands but not all.","4.3 property-rights systems
4.3.1 property security
4 governance systems (gs)"
Kakoi,4 3 2 3 ccro yes all,0,"does the village have a customary rights of occupancy (ccro) mainly for the village rangelands or other village certificates that ensures property security?yes, all: the village has a customary rights of occupancy (ccro) for each of the village rangelands (or entire village).","4.3 property-rights systems
4.3.1 property security
4 governance systems (gs)"
Kakoi,4 3 2 4 other certificates owned,0,statements indicate that the village has other types of village certificates (apart from or in addition to the ccro),"4.3 property-rights systems
4.3.1 property security
4 governance systems (gs)"
Kakoi,4 3 2 4 1 contribution of ccro,0,statements indicate how much contribution the ccro has had on management of the village rangelands.,"4.3 property-rights systems
4.3.1 property security
4 governance systems (gs)"
Kakoi,4 4 operational choice rules,0,NA,4 governance systems (gs)
Kakoi,4 4 1 1 grazing rules yes,1,"rules can be about when and where to graze in the village rangeland. rules can also be about who is allowed or not allowed to conduct activities in the village rangeland. further, rules can be about what activities are permitted in the rangeland.""yes"" means statements indciate that there are such rules","4.4 operational-choice rules
4.4.1 grazing rules
4 governance systems (gs)"
Kakoi,4 4 1 2 grazing rules no,1,"rules can be about when and where to graze in the village rangeland. rules can also be about who is allowed or not allowed to conduct activities in the village rangeland. further, rules can be about what activities are permitted in the rangeland.""no"" means statements indciate that there are no such rules","4.4 operational-choice rules
4.4.1 grazing rules
4 governance systems (gs)"
Kakoi,4 4 1 3 1 grazing rules very effective,0,statements indicate that the grazing rules in place are adhered to by all community members.,"4.4 operational-choice rules
4.4.1 grazing rules
4 governance systems (gs)"
Kakoi,4 4 1 3 2 grazing rules somewhat effective,1,statements indicate that the grazing rules in place are adhered to by only some community members.,"4.4 operational-choice rules
4.4.1 grazing rules
4 governance systems (gs)"
Kakoi,4 4 1 3 3 grazing rules not effective,1,statements indicate that the grazing rules in place are not adhered to by community members.,"4.4 operational-choice rules
4.4.1 grazing rules
4 governance systems (gs)"
Kakoi,4 4 1 4 1 grazing rules people aware most all,1,statements indicate that most or all people are aware about the grazing rules put in place.,"4.4 operational-choice rules
4.4.1 grazing rules
4 governance systems (gs)"
Kakoi,4 4 1 4 2 grazing rules people aware none few,1,statements indicate that only a few or no one in the community is aware of the grazing rules put in place.,"4.4 operational-choice rules
4.4.1 grazing rules
4 governance systems (gs)"
Kakoi,4 4 1 5 1 grazing rules learn seminars,0,statements indicate that people learn about grazing rules through seminars,"4.4 operational-choice rules
4.4.1 grazing rules
4 governance systems (gs)"
Kakoi,4 4 1 5 2 grazing rules learn village assemblies,0,statements indicate that people learn about grazing rules through village assimblies,"4.4 operational-choice rules
4.4.1 grazing rules
4 governance systems (gs)"
Kakoi,4 4 2 1 governance strictness trend less strict,0,less strict: this could include reduced enforcement and/or a reduction in the application of sanctions.,"4.4 operational-choice rules
4.4.2 governance strictness trend
4 governance systems (gs)"
Kakoi,4 4 2 2 governance strictness trend no change,0,no change: there has been no change in the governance,"4.4 operational-choice rules
4.4.2 governance strictness trend
4 governance systems (gs)"
